Aircraft Type,Manufactor,Register number,Airline,Delivered date,Status
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N909HA,Piedmont Airlines,21-Oct-93,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GABG,Jazz Air,27-Feb-06,Stored
De Havilland Canada DHC-8-110 Dash 8,De-Havilland-Canada,V2-LCZ,LIAT,17-Dec-85,Scrapped
De Havilland Canada E-9A Dash 8 (DHC-8-102),De-Havilland-Canada,84-0049,USAF United States Air Force,28 Feb 1996( 1 Apr 1986),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,ZK-NEZ,Ansett New Zealand,19-Dec-86,Written Off
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GCTD,Jazz Air,30-Jul-06,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N918HA,Piedmont Airlines,26-Dec-93,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONK,Air Canada Express,17-Jan-11,Active
De Havilland Canada DHC-8-102(PF) Dash 8,De-Havilland-Canada,P2-MCH,PNG Air,Jun 2018(24 Apr 2016),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N820EX,Allegheny Commuter Airlines,5 Sep 1993(Jul 1993),Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N809WP,Island Air,16-Oct-99,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-QQH,Skytrans Airlines,21-Oct-07,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GSUS,Canada - Transport Canada,12 Dec 2006(28 Oct 2006),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N818PH,CC AIR,11-Jun-98,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GTBQ,Jazz Air,25-Aug-05,Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,HK-3947,Aires,11-Jan-95,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N637AR,EP Aviation,21-Jun-11,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GANR,Jazz Air,27-Sep-05,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCM,PNG Air,27-Oct-15,Active
De Havilland Canada E-9A Dash 8 (DHC-8-102),De-Havilland-Canada,84-0048,USAF United States Air Force,10 Sep 1996( 5 Aug 1986),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N636AR,EP Aviation,27-Jun-08,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GANT,Wasaya Airways,19-Jul-17,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCX,PNG Air,28-Jun-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GJMJ,Jazz Air,24-May-06,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GANL,United Nations,4-Jun-17,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FABX,Air Creebec,3-Jan-19,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-QQD,Hawker Pacific,1-Sep-14,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,HK-4259,Aires,12-Sep-02,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GCFL,Nav Canada,17-Jul-96,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,ZS-THV,Titan Helicopters Group,25-Mar-17,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N819PH,CC AIR,27-Jan-98,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GJIH,Air Canada Express,20-Oct-10,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GTAJ,Air Canada Express,14-Apr-11,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GJSY,Jazz Air,18-Apr-06,Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,C-GWRJ,R1 Airlines,23 Jun 2015(18 Jan 2014),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N907HA,Piedmont Airlines,29-Sep-93,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N821EX,Allegheny Commuter Airlines,7 Feb 1993(Dec 1992),Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N806LR,Freedom Airlines,11-Aug-06,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FABU,Jazz Air,1-Apr-06,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FHRW,Air Creebec,23-Feb-06,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GJMP,Jazz Air,23-Sep-05,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N922HA,Piedmont Airlines,24-Sep-93,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N991AV,Presidential Airways (PAW),26-Oct-10,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-EME,DAC Aviation International,6-Apr-06,Written Off
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GWPT,Perimeter Aviation,16-Feb-06,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GKOO,Air Canada Express,20-Oct-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N141LS,WFBN Wells Fargo Bank Northwest,1-Jun-06,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FACE,Jazz Air,22-Sep-05,Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,P2-NAU,Asia Pacific Airlines,16-Aug-13,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONO,Jazz Air,21-Nov-05,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FCWQ,Air Creebec,16-Mar-13,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GJOQ,Air Creebec,6-Dec-01,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N804WP,Caribbean Sun,7-May-03,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-XFV,Skippers Aviation,9-Oct-98,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FPOO,Air Canada Express,25-Feb-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FVOO,Air Canada Jazz,13-Jan-02,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FESH,Air Inuit,16-Dec-04,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONP,Jazz Air,28-Apr-06,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONX,Air Canada Express,24-Sep-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FCSL,Air Creebec,30-Jun-88,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N884CC,CC AIR,Oct-92,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,HS-SKJ,Bangkok Airways,5-Apr-89,Written Off
De Havilland Canada CT-142 Dash 8 (DHC-8-102),De-Havilland-Canada,142806,Canadian Armed Forces,25-Apr-90,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,V2-LDR,LIAT,29-Jun-90,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FDAP,Air Inuit,27-Jun-95,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GLOO,Labrador Airways,15-Feb-04,Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,5Y-WAK,748 Air Services,16-Nov-14,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GUXG,Air Creebec,15-Jul-13,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FXOO,Labrador Airways,20-Mar-04,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGQL,Air Canada Express,15-Mar-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-BTQ,DAC Aviation International,Apr-06,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GZPB,PAL Airlines,8-Nov-15,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,V2-LEG,LIAT,20-Feb-95,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-BZJ,Southern Star Airlines,Jan-12,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONZ,Air Canada Express,22-Oct-10,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCK,Airlines PNG,7-Nov-03,Written Off
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCU,PNG Air,23-Oct-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FCJF,Central Mountain Air,14-Mar-17,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GYWY,Air Creebec,9 Oct 2003(21 Sep 2002),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGRD,Air Canada Express,14-Mar-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,V2-LFP,Caribbean Star Airlines,19-Nov-01,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,HK-3943,Aires,4-Jul-94,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N8101L,Dynamic Aviation Group,6 Jun 2014(11 May 2013),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FDNH,Central Mountain Air,27-Feb-17,Active
De Havilland Canada CT-142 Dash 8 (DHC-8-102),De-Havilland-Canada,142807,Canadian Armed Forces,4-Oct-91,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-QQJ,Skytrans Airlines,12-Dec-10,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GIOO,Air Canada Express,16-Aug-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FABH,Air Canada Jazz,12-Jan-02,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GPAM,Perimeter Aviation,1-Aug-17,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,5Y-RHN,748 Air Services,18-Dec-14,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N823EX,Allegheny Commuter Airlines,20-Oct-93,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCJ,PNG Air,4-Nov-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONY,Air Canada Express,21-May-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N450FE,Dynamic Aviation Group,15-Oct-12,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GAIT,Air Creebec,19-May-06,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FCJE,Air Creebec,12-Nov-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N883CC,CC AIR,30-Jun-92,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FTOO,Air Canada Jazz,18-Apr-02,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GONS,Air Canada Express,18-Feb-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-GTCP,Air Creebec,25-Oct-07,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FDNE,PAL Airlines,16-Oct-14,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N935HA,Piedmont Airlines,20-Oct-93,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,KAF305,Kenya Air Force,19-Jul-89,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGRN,Air Canada Express,18-Apr-11,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N884EA,Ravn Alaska,24-Feb-14,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,V2-LDV,LIAT,22-Nov-91,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,7O-ADT,Blue Bird Aviation Yemen,2011,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGQM,Air Inuit,25-Aug-05,Scrapped
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCN,PNG Air,30-Apr-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N232ES,Bombardier,18-Jul-03,Scrapped
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N894EA,Ravn Alaska,22 Nov 2016(15 Mar 2016),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-DAD,DAC Aviation International,19-Jun-03,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGRZ,Air Canada Express,22-Feb-11,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,9H-AEX,Medavia - Mediterranean Aviation,20 Sep 2011(19 Mar 2005),Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GPAV,PAL Airlines,15-Jan-13,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-BUA,AirKenya,7-Mar-06,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-BXC,Fly540,28-Feb-09,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,KAF307,Kenya Air Force,7-Jan-90,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GSLU,Alberta Inc,10-Aug-12,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGCQ,Chrono Aviation,24-Jun-17,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-BVA,Fly-SAX,Dec-15,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIS,Widerøe,26-Mar-97,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-VVS,Blue Bird Aviation,12-May-08,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N827PH,Horizon Air,24-Jan-90,Stored
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FODM,Air Creebec,24-Oct-15,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N887EA,Ravn Alaska,23-Dec-13,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,N8101A,Dynamic Aviation Group,10-Dec-15,Stored
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,VH-QQE,Maroomba Airlines,1-Mar-14,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,C-FJMH,Air Canada Express,16-Aug-11,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N638AR,Bighorn Airways,25-Aug-18,Active
De Havilland Canada DHC-8-106 MPA,De-Havilland-Canada,PH-CGB,Caribbean Coast Guard (KWCARIB - Kustwacht Caraïbisch Gebied),22 May 2018(Jan 2008),Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FLSY,Air Creebec,20-Aug-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,N881DH,Dynamic Aviation Group,4-Jan-14,Stored
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FGRQ,Air Canada Express,16-Mar-11,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,N433FE,Dynamic Aviation Group,30 Jan 2016(20 Jul 2012),Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIT,Widerøe,11-Oct-99,Written Off
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FDWP,Air Creebec,3-Aug-08,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,5Y-JGN,748 Air Services,23-Feb-07,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-ENB,DAC Aviation International,1-Dec-04,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,P2-MCV,PNG Air,3-Feb-16,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,V7-0211,Air Marshall Islands,15-Feb-03,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GRGP,Canadian North,20-Sep-07,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,5Y-IHP,748 Air Services,12-Mar-08,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-FHRD,PAL Airlines,14 Aug 2018(22 Aug 2012),Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,KAF306,Kenya Air Force,21-Jun-90,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,P2-NAY,Asia Pacific Airlines,23-Dec-01,Active
De Havilland Canada DHC-8-103A Dash 8,De-Havilland-Canada,LN-WIQ,Widerøe,13-Jan-96,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FCLT,Air Creebec,10-Nov-04,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,H4-SOM,Solomon Airlines,8-Mar-13,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIU,Widerøe,28-Dec-07,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,5Y-SMQ,Silverstone Air Services,22-May-17,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIC,Widerøe,15-Aug-93,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FPPX,Perimeter Aviation,5 Feb 2016( 3 Dec 2010),Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-,Central Mountain Air,Due,Planned
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,5Y-SLE,Safarilink Aviation,2008,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N886EA,Ravn Alaska,22-Apr-14,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N888EA,Ravn Alaska,19-Oct-13,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,5Y-MHE,Silverstone Air Services,5-Feb-18,Stored
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIF,Widerøe,4-Jun-94,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-,Central Mountain Air,Due,Planned
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N890EA,Ravn Alaska,20-Jan-14,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,5Y-VVU,Blue Bird Aviation,2-Jan-09,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIG,Widerøe,10-Nov-93,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIH,Widerøe,12-Sep-94,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N881EA,Ravn Alaska,29-Jun-14,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,7O-ADZ,Blue Bird Aviation Yemen,2011,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIW,Widerøe,23-May-11,Active
De Havilland Canada DHC-8-103A Dash 8,De-Havilland-Canada,N806WP,Dynamic Aviation Group,24-Apr-13,Stored
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,S2-AET,United Airways,18-Oct-07,Stored
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FUQZ,Perimeter Aviation,10-Dec-18,Stored
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WII,Widerøe,25-Mar-94,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GRGJ,Canadian North,14 Oct 2017(Oct 2007),Active
De Havilland Canada DHC-8-106 MPA,De-Havilland-Canada,PH-CGC,Caribbean Coast Guard (KWCARIB - Kustwacht Caraïbisch Gebied),6 Apr 2018(31 Aug 2007),Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GECO,Canadian North,15-Nov-08,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,5Y-BXV,RwandAir,10-Jan-10,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,SX-BIS,Olympic Air,26-Apr-09,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIJ,Widerøe,27-Sep-94,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIL,Widerøe,6-Jun-95,Written Off
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N892EA,Ravn Alaska,29-Jun-14,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-GXCO,Air Creebec,20-Nov-15,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,5Y-GRT,DAC Aviation International,14-Mar-04,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,VH-XFR,Skippers Aviation,22-Dec-08,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,P2-NBA,Asia Pacific Airlines,4-Jun-96,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-QQL,Maroomba Airlines,18-Feb-15,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,VH-XFQ,Skippers Aviation,10-Feb-08,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,C-GFKF,Inter-Aero,16-Mar-17,Stored
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIK,Widerøe,14-Mar-94,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-ILT,Widerøe,Jul-06,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,C-FOFS,Perimeter Aviation,27-Dec-07,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,7O-ADV,Blue Bird Aviation Yemen,2011,Stored
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,TF-JMC,Flugfelag Islands - Air Iceland,20-May-06,Written Off
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,SX-BIQ,Olympic Air,25-Apr-09,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,N807WP,Dynamic Aviation Group,30-Apr-14,Stored
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WID,Widerøe,15-Sep-93,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N985HA,Northrop Grumman Corporation,25-Sep-11,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N885EA,Ravn Alaska,23-Mar-14,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-,Central Mountain Air,Due,Planned
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,N832PH,Horizon Air,30-Nov-91,Scrapped
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIV,Widerøe,6-Dec-09,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,T3-AKB,Air Kiribati,29-Mar-18,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIM,Widerøe,12-Feb-95,Active
De Havilland Canada DHC-8-102 Dash 8,De-Havilland-Canada,C-,Central Mountain Air,Due,Planned
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,5Y-VVQ,Safarilink Aviation,2016,Active
De Havilland Canada DHC-8-102A Dash 8,De-Havilland-Canada,5Y-VVT,Blue Bird Aviation,2-Oct-08,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIB,Widerøe,8-Apr-93,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIE,Widerøe,23-Apr-93,Active
De Havilland Canada DHC-8-106 Dash 8,De-Havilland-Canada,N893EA,Ravn Alaska,9-May-15,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIN,Widerøe,29-Dec-94,Active
De Havilland Canada DHC-8-103 Dash 8,De-Havilland-Canada,LN-WIP,Widerøe,4-Jan-96,Active
De Havilland Canada DHC-8-103B Dash 8,De-Havilland-Canada,LN-WIO,Widerøe,15-Apr-95,Active
De Havilland Canada DHC-8-103Q Dash 8,De-Havilland-Canada,LN-WIX,Widerøe,20-Jul-17,Active
De Havilland Canada DHC-8-103Q Dash 8,De-Havilland-Canada,LN-WIY,Widerøe,7-Jul-17,Active
Fokker F100,Fokker,N283AP,Bank of Utah,22-Apr-11,Scrapped
Fokker F100,Fokker,PH-OFF,KLM Cityhopper,25 Nov 2003(29 Jun 2003),Preserved
Fokker F100,Fokker,PH-KLF,KLM Cityhopper,29-Dec-02,Scrapped
Fokker F100,Fokker,VH-XWP,Alliance Airlines,3-Oct-11,Active
Fokker F100,Fokker,F-ZAFU,Centre D'essais En Vol,27 Oct 2016(23 Dec 2012),Active
Fokker F100,Fokker,I-ALPY,ALPI Eagles,8-Dec-96,Stored
Fokker F100,Fokker,F-GIOB,Corse Mediterranee,18-May-02,Scrapped
Fokker F100,Fokker,PH-KLH,KLM Cityhopper,27-Oct-02,Scrapped
Fokker F100,Fokker,VH-XWQ,Alliance Airlines,29-Aug-11,Active
Fokker F100,Fokker,5N-SMS,IRS Airlines,30-Nov-09,Stored
Fokker F100,Fokker,I-ALQA,ALPI Eagles,12-Oct-96,Stored
Fokker F100,Fokker,CS-TPC,Portugália,13-Apr-90,Scrapped
Fokker F100,Fokker,4O-AOL,Montenegro Airlines,19 Sep 2007( 2 Dec 1999),Stored
Fokker F100,Fokker,XY-AGG,Air Bagan,21-Mar-07,Scrapped
Fokker F100,Fokker,EP-IDB,Iran Air,1-Mar-90,Stored
Fokker F70,Fokker,PH-MKD,Fokker Services,5-May-97,Scrapped
Fokker F100,Fokker,ZS-JEO,AirQuarius,4-Nov-11,Scrapped
Fokker F100,Fokker,PH-OFD,KLM Cityhopper,27-May-03,Scrapped
Fokker F100,Fokker,PH-KLJ,KLM Cityhopper,20-Feb-03,Scrapped
Fokker F100,Fokker,N856US,Platinum Jet Air,15-Nov-04,Scrapped
Fokker F100,Fokker,5N-SAU,IRS Airlines,20-Nov-10,Scrapped
Fokker F100,Fokker,I-ALPL,ALPI Eagles,24 Nov 1999(26 Mar 1996),Scrapped
Fokker F100,Fokker,ZS-GAW,AirQuarius,7-Dec-10,Scrapped
Fokker F100,Fokker,P2-ANF,Air Niugini,19-Nov-06,Active
Fokker F100,Fokker,PH-OFG,KLM Cityhopper,15 Jun 2003(23 Dec 2002),Scrapped
Fokker F100,Fokker,XA-MRB,MexicanaClick,21-Jun-08,Preserved
Fokker F100,Fokker,EP-IDE,Iran Air,16-Nov-90,Stored
